ABE	-3.8152038454691115	CLE
ABE	-1.0	IND
ABE	0.0	BDL
ABE	0.3835978835978836	DCA
ABE	1.228503421600714	CLT
ABE	2.168805528134255	IAD
ABE	2.6739938080495356	DTW
ABE	3.0	RDU
ABE	3.019098090190981	PIT
ABE	3.195371205290051	CVG
ABI	0.0	LAX
ABI	3.8689159922489456	DFW
ABI	5.570802005012531	IAH
ABQ	-0.8571428571428571	CLE
ABQ	1.8532188841201718	AUS
ABQ	2.285044098329893	IAH
ABQ	3.1730558598028478	SMF
ABQ	3.752212389380531	ONT
ABQ	4.0	SNA
ABQ	4.491062039957939	SAT
ABQ	4.491244239631336	COS
ABQ	4.700262246252469	SLC
ABQ	4.731397730500695	DFW
ABY	-2.0	MCN
ABY	0.0	VLD
ABY	9.930758113257127	ATL
ACK	7.3	LGA
ACK	24.21221613155834	EWR
ACK	40.82789317507418	JFK
ACT	1.336382485668984	DFW
ACT	4.6779351301964365	IAH
ACT	110.0	ILE
ACT	155.0	TYR
ACT	204.0	SJT
ACV	0.6343283582089553	SLC
ACV	3.7611221309152736	SMF
ACV	3.831610536845615	CEC
ACV	13.914349864623919	SFO
ACV	64.0	RDD
ACV	144.75	MFR
ACY	0.0	BWI
ACY	1.1395348837209303	BOS
ACY	1.5949820788530467	CVG
ACY	3.6358638189892156	PIT
ACY	8.461538461538462	MCO
ACY	21.97872340425532	ATL
ACY	52.40909090909091	LGA
ACY	64.83333333333333	JFK
ACY	222.0	MYR
ADK	4.1678832116788325	ANC
ADK	27.181571815718158	AKN
ADQ	9.052532207907596	ANC
ADQ	13.5	BET
AEX	-5.0	ILE
AEX	-5.0	AUS
AEX	0.0	MSY
AEX	0.0	HOU
AEX	0.0	BTR
AEX	0.0	ABI
AEX	0.0	JAN
AEX	0.0	LFT
AEX	0.9816450455423682	IAH
AEX	2.0	MLU
AGS	-10.0	CVG
AGS	-8.571428571428571	CLE
AGS	0.0	CHA
AGS	0.0	CHS
AGS	2.675562969140951	CLT
AGS	5.2004381161007665	IAH
AGS	7.3183602267771475	SAV
AGS	8.081907697129575	ATL
AGS	8.682529335071708	CAE
AGS	14.285714285714286	LGA
AKN	8.016348773841962	DLG
AKN	10.16005040957782	ANC
AKN	14.725641025641025	ADK
ALB	-1.8641975308641976	SWF
ALB	1.6157894736842104	SYR
ALB	2.232115018188117	RDU
ALB	2.90784489289896	CVG
ALB	2.9864864864864864	PVD
ALB	3.1194029850746268	BTV
ALB	3.6068237831176835	DTW
ALB	4.388203753351206	ISP
ALB	4.492146596858639	MHT
ALB	4.704648648648648	BUF
ALO	4.3076923076923075	RST
ALO	6.195304162219851	MSP
ALO	7.25	STL
AMA	3.321791320406279	LBB
AMA	3.731661588938364	LAS
AMA	4.715454154111064	IAH
AMA	4.784648533432185	DFW
AMA	6.733980582524272	MAF
AMA	6.745798573328497	DAL
AMA	7.00535060546325	ABQ
AMA	9.670682730923694	DEN
AMA	11.0	PHX
AMA	22.0	TUL
ANC	0.0	YAK
ANC	1.1130389064143007	DTW
ANC	5.087820462869165	MSP
ANC	5.6030326594090205	SLC
ANC	6.220588235294118	ADK
ANC	6.333333333333333	EWR
ANC	6.661354581673307	CVG
ANC	6.931143732178688	OME
ANC	7.0546781363312245	SEA
ANC	7.549095966620306	DEN
ANI	1.8831775700934579	ANC
ANI	7.936507936507937	KSM
APF	2.696271929824561	TPA
APF	4.105263157894737	MIA
APF	11.248662000823384	ATL
ASE	8.666666666666666	ATL
ASE	9.668087827755276	DEN
ASE	11.565471836137528	SLC
ASE	15.926470588235293	PHX
ASE	16.75310834813499	LAX
ASE	39.66197183098591	SFO
ASE	48.98640776699029	ORD
ATL	-3.0	CBM
ATL	4.195652173913044	FCA
ATL	5.181286549707602	OGG
ATL	6.524122807017544	LGB
ATL	6.93716814159292	LWB
ATL	7.334583792105545	CLT
ATL	7.381552008406863	GSP
ATL	7.534116331096197	HTS
ATL	7.690313182811362	SNA
